Century;Type;Race1;Race2;Planet;System;Event
2;Diplo;2004;2454;;68865;First Contact: Trade!
2;Info;2004;;234734;68875;Colony founded
2;Info;2004;;234735;68875;Colony founded
2;Info;2004;;234744;68879;Colony founded
2;Info;2004;;234847;68906;Colony founded
2;Info;2004;;235509;69104;Colony founded
2;Info;2004;;235518;69106;Colony founded
2;Info;2004;;235627;69137;Colony founded
2;Info;2004;;235656;69149;Colony founded
2;Info;2004;;235666;69151;Colony founded
2;Info;2004;;235979;69250;Colony founded
2;Info;2004;;235989;69253;Colony founded
2;Info;2004;;236026;69265;Colony founded
2;Info;2004;;236160;69301;Colony founded
2;Info;2004;;236185;69311;Colony founded
2;Info;2004;;236246;69334;Colony founded
2;Info;2004;;236289;69348;Colony founded
2;Info;2004;;236339;69359;Colony founded
2;Info;2004;;236369;69369;Colony founded
2;Info;2004;;236370;69369;Colony founded
2;Info;2004;;236447;69392;Colony founded
2;Info;2004;;236509;69416;Colony founded
2;Info;2004;;236515;69420;Colony founded
2;Info;2004;;236550;69432;Colony founded
2;Info;2004;;236631;69458;Colony founded
2;Info;2004;;236649;69468;Colony founded
2;Info;2004;;236689;69482;Colony founded
2;Info;2004;;236695;69482;Colony founded
2;Info;2004;;236836;69524;Colony founded
2;Info;2004;;236942;69562;Colony founded
2;Info;2004;;237032;69591;Colony founded
2;Info;2004;;237090;69611;Colony founded
2;Info;2004;;237184;69645;Colony founded
2;Info;2004;;237238;69657;Colony founded
2;Info;2004;;237283;69669;Colony founded
2;Info;2004;;237286;69672;Colony founded
2;Info;2004;;237313;69683;Colony founded
2;Info;2004;;237367;69699;Colony founded
2;Info;2004;;237437;69718;Colony founded
2;Info;2004;;237448;69721;Colony founded
2;Info;2004;;237492;69736;Colony founded
2;Info;2004;;237509;69742;Colony founded
2;Info;2004;;237588;69765;Colony founded
2;Info;2004;;237672;69797;Colony founded
2;Info;2004;;237708;69806;Colony founded
2;Info;2004;;237718;69808;Colony founded
2;Info;2004;;237748;69813;Colony founded
2;Info;2004;;237819;69827;Colony founded
2;Info;2004;;237847;69841;Colony founded
2;Info;2004;;237902;69856;Colony founded
2;Info;2004;;237904;69857;Colony founded
2;Diplo;2004;2498;;70116;First Contact: War!
2;Battle;2004;2498;238822;70116;Planet conquered by race 2004
2;Info;2004;;239058;70186;Colony founded
2;Info;2004;;239230;70230;Colony founded
2;Info;2004;;239421;70278;Colony founded
2;Info;2004;;239472;70296;Colony founded
2;Info;2004;;239534;70310;Colony founded
2;Info;2004;;239549;70316;Colony founded
2;Info;2004;;239645;70337;Colony founded
2;Info;2004;;239669;70345;Colony founded
2;Info;2004;;239680;70346;Colony founded
2;Info;2004;;239722;70361;Colony founded
2;Battle;2004;2480;239738;70369;Planet conquered by race 2004
2;Info;2004;;239753;70372;Colony founded
2;Info;2004;;239790;70386;Colony founded
2;Diplo;2004;2510;;70387;First Contact: War!
2;Battle;2004;2510;239795;70387;Planet conquered by race 2004
2;Info;2004;;239847;70404;Colony founded
2;Info;2004;;239866;70407;Colony founded
2;Info;2004;;240039;70467;Colony founded
2;Info;2004;;240072;70478;Colony founded
2;Info;2004;;240082;70482;Colony founded
2;Info;2004;;240085;70482;Colony founded
2;Info;2004;;240205;70526;Colony founded
2;Info;2004;;240217;70528;Colony founded
2;Info;2004;;240248;70535;Colony founded
2;Info;2004;;240277;70541;Colony founded
2;Info;2004;;240289;70545;Colony founded
2;Info;2004;;240314;70553;Colony founded
2;Info;2004;;240349;70560;Colony founded
2;Info;2004;;240401;70576;Colony founded
2;Info;2004;;240437;70585;Colony founded
2;Info;2004;;240476;70599;Colony founded
2;Info;2004;;240505;70607;Colony founded
2;Info;2004;;240526;70617;Colony founded
2;Info;2004;;240552;70629;Colony founded
2;Info;2004;;240614;70643;Colony founded
2;Info;2004;;240714;70673;Colony founded
2;Info;2004;;240800;70704;Colony founded
2;Info;2004;;240808;70706;Colony founded
2;Info;2004;;240866;70719;Colony founded
2;Info;2004;;240869;70720;Colony founded
2;Info;2004;;240902;70732;Colony founded
2;Info;2004;;240991;70759;Colony founded
2;Info;2004;;241030;70769;Colony founded
2;Info;2004;;241031;70769;Colony founded
2;Diplo;2004;2528;;70775;First Contact: War!
2;Battle;2004;2528;241051;70775;Planet conquered by race 2004
2;Info;2004;;241095;70786;Colony founded
2;Info;2004;;241130;70791;Colony founded
2;Info;2004;;241158;70802;Colony founded
2;Info;2004;;241163;70803;Colony founded
2;Info;2004;;241166;70803;Colony founded
2;Info;2004;;241173;70808;Colony founded
2;Info;2004;;241184;70812;Colony founded
2;Info;2004;;241235;70824;Colony founded
2;Info;2004;;241254;70828;Colony founded
2;Diplo;2004;2530;;70829;First Contact: War!
2;Battle;2004;2530;241256;70829;Planet conquered by race 2004
2;Info;2004;;241342;70856;Colony founded
2;Info;2004;;241405;70877;Colony founded
2;Info;2004;;241446;70891;Colony founded
2;Info;2004;;241475;70903;Colony founded
2;Info;2004;;241490;70907;Colony founded
2;Info;2004;;241517;70913;Colony founded
2;Info;2004;;241553;70923;Colony founded
2;Info;2004;;242276;71116;Colony founded
2;Info;2004;;242277;71116;Colony founded
2;Info;2004;;242587;71197;Colony founded
2;Info;2004;;242693;71226;Colony founded
2;Info;2004;;242756;71241;Colony founded
2;Info;2004;;242926;71293;Colony founded
2;Info;2004;;242934;71294;Colony founded
2;Info;2004;;242978;71308;Colony founded
2;Info;2004;;242984;71309;Colony founded
2;Info;2004;;243196;71366;Colony founded
2;Info;2004;;243392;71413;Colony founded
2;Info;2004;;243519;71444;Colony founded
2;Info;2004;;243585;71465;Colony founded
2;Info;2004;;243619;71472;Colony founded
2;Info;2004;;243749;71504;Colony founded
2;Info;2004;;243756;71505;Colony founded
2;Info;2004;;243841;71535;Colony founded
2;Info;2004;;243854;71541;Colony founded
2;Info;2004;;243882;71548;Colony founded
2;Info;2004;;243943;71565;Colony founded
2;Info;2004;;243946;71566;Colony founded
2;Info;2004;;243985;71575;Colony founded
2;Info;2004;;244071;71600;Colony founded
2;Info;2004;;244118;71614;Colony founded
2;Info;2004;;244119;71615;Colony founded
2;Battle;2004;2560;244160;71635;Planet conquered by race 2004
2;Info;2004;;244166;71638;Colony founded
2;Info;2004;;244205;71649;Colony founded
2;Info;2004;;244310;71676;Colony founded
2;Info;2004;;244331;71681;Colony founded
2;Info;2004;;244370;71693;Colony founded
2;Info;2004;;244420;71706;Colony founded
2;Info;2004;;244496;71725;Colony founded
2;Info;2004;;244572;71753;Colony founded
2;Info;2004;;244577;71753;Colony founded
2;Info;2004;;244607;71764;Colony founded
2;Info;2004;;244618;71767;Colony founded
2;Info;2004;;244623;71769;Colony founded
2;Info;2004;;244646;71775;Colony founded
2;Info;2004;;244650;71776;Colony founded
2;Info;2004;;244666;71780;Colony founded
2;Info;2004;;244670;71781;Colony founded
2;Info;2004;;244671;71781;Colony founded
2;Info;2004;;244677;71782;Colony founded
2;Info;2004;;244685;71783;Colony founded
2;Info;2004;;244702;71790;Colony founded
2;Info;2004;;244709;71791;Colony founded
2;Info;2004;;244735;71800;Colony founded
2;Diplo;2004;2566;;71816;First Contact: War!
2;Battle;2004;2566;244786;71816;Planet conquered by race 2004
2;Info;2004;;244898;71844;Colony founded
2;Info;2004;;244922;71852;Colony founded
2;Info;2004;;244924;71852;Colony founded
2;Info;2004;;244962;71862;Colony founded
2;Info;2004;;244963;71864;Colony founded
2;Info;2004;;245004;71873;Colony founded
2;Info;2004;;245028;71880;Colony founded
2;Info;2004;;245065;71893;Colony founded
2;Info;2468;;109219;32152;Colony founded
2;Info;2468;;109221;32152;Colony founded
2;Diplo;2468;1147;;32165;First Contact: Alliance!
2;Civ;1147;;;;TL uplifting from 1 to 7 (New gov : Corporation)
2;Info;2468;;109276;32166;Colony founded
2;Info;2468;;109283;32168;Colony founded
2;Info;2468;;109285;32168;Colony founded
2;Info;2468;;109403;32205;Colony founded
2;Diplo;2468;1149;;32206;First Contact: Alliance!
2;Info;1149;;;;The race goes to stellar exploration after the contact.
2;Diplo;2468;107;;32248;First Contact: War!
2;Info;2468;;109722;32310;Colony founded
2;Info;2468;;109790;32336;Colony founded
2;Diplo;2468;1150;;32352;First Contact: War!
2;Battle;2468;1150;109854;32352;Planet conquered by race 2468
2;Battle;2468;1150;109855;32352;Planet conquered by race 2468
2;Diplo;2468;1151;;32372;First Contact: Alliance!
2;Info;2468;;112497;33133;Colony founded
2;Info;2468;;112557;33150;Colony founded
2;Info;2468;;112565;33151;Colony founded
2;Info;2468;;112576;33152;Colony founded
2;Info;2468;;112602;33166;Colony founded
2;Info;2468;;112612;33169;Colony founded
2;Info;2468;;112656;33182;Colony founded
2;Info;2468;;112657;33183;Colony founded
2;Diplo;2468;1180;;33184;First Contact: Alliance!
2;Civ;1180;;;;TL uplifting from 1 to 7 (New gov : Republic)
2;Info;2468;;112698;33194;Colony founded
2;Info;2468;;112699;33194;Colony founded
2;Info;2468;;112702;33194;Colony founded
2;Info;2468;;112708;33198;Colony founded
2;Info;2468;;112833;33235;Colony founded
2;Info;2468;;112905;33261;Colony founded
2;Diplo;2468;1182;;33276;First Contact: War!
2;Battle;2468;1182;112961;33276;Planet conquered by race 2468
2;Info;2468;;113129;33325;Colony founded
2;Battle;2468;1254;113248;33364;Planet conquered by race 2468
2;Battle;2468;1254;113348;33391;Planet conquered by race 2468
2;Diplo;2468;1258;;33400;First Contact: Alliance!
2;Diplo2468;107;;;Diplomatic relations changed to No intercourse
2;Diplo2468;1150;;;Diplomatic relations changed to No intercourse
2;Info;2468;;115846;34120;Colony founded
2;Info;2468;;115910;34136;Colony founded
2;Info;2468;;115951;34147;Colony founded
2;Info;2468;;115953;34148;Colony founded
2;Info;2468;;115967;34151;Colony founded
2;Info;2468;;115975;34153;Colony founded
2;Info;2468;;115987;34160;Colony founded
2;Info;2468;;116061;34182;Colony founded
2;Info;2468;;116064;34185;Colony founded
2;Info;2468;;116122;34200;Colony founded
2;Info;2468;;116125;34200;Colony founded
2;Info;2468;;116186;34218;Colony founded
2;Info;2468;;116226;34230;Colony founded
2;Info;2468;;116274;34244;Colony founded
2;Diplo;2468;1219;;34322;First Contact: War!
2;Battle;2468;1219;116570;34322;Planet conquered by race 2468
2;Battle;2468;1254;116771;34371;Planet conquered by race 2468
2;Info;2468;;119383;35135;Colony founded
2;Diplo;2468;1245;;35166;First Contact: War!
2;Battle;2468;1245;119505;35166;Planet conquered by race 2468
2;Info;2468;;119534;35178;Colony founded
2;Diplo;2468;1246;;35210;First Contact: War!
2;Battle;2468;1246;119647;35210;Planet conquered by race 2468
2;Info;2468;;119697;35226;Colony founded
2;Info;2468;;119742;35236;Colony founded
2;Info;2468;;119777;35245;Colony founded
2;Info;2468;;119811;35258;Colony founded
2;Info;2468;;119929;35291;Colony founded
2;Battle;2468;1254;120181;35375;Planet conquered by race 2468
2;Diplo;2468;1260;;35431;First Contact: Trade!
2;Info;2468;;123026;36171;Colony founded
2;Info;2468;;123030;36171;Colony founded
2;Info;2468;;123035;36174;Colony founded
2;Info;2468;;123069;36187;Colony founded
2;Info;2468;;123073;36187;Colony founded
2;Info;2468;;123074;36188;Colony founded
2;Diplo;2468;1290;;36203;First Contact: Alliance!
2;Civ;1290;;;;TL uplifting from 4 to 7 (New gov : Theocracy)
2;Info;2468;;123346;36259;Colony founded
2;Info;2468;;123354;36261;Colony founded
2;Info;2468;;123359;36262;Colony founded
2;Info;2468;;123366;36263;Colony founded
2;Info;2468;;123648;36341;Colony founded
2;Info;2468;;123649;36341;Colony founded
2;Info;2468;;123703;36355;Colony founded
2;Info;2468;;123706;36355;Colony founded
2;Info;2468;;123708;36355;Colony founded
2;Info;2468;;123907;36404;Colony founded
2;Diplo;2468;1263;;36494;First Contact: Trade!
2;Info;2468;;124222;36508;Colony founded
2;Info;2468;;126466;37151;Colony founded
2;Info;2468;;126478;37154;Colony founded
2;Info;2468;;126581;37182;Colony founded
2;Info;2468;;126585;37183;Colony founded
2;Info;2468;;126592;37185;Colony founded
2;Info;2468;;126767;37240;Colony founded
2;Info;2468;;126768;37240;Colony founded
2;Info;2468;;126769;37240;Colony founded
2;Info;2468;;126834;37255;Colony founded
2;Info;2468;;126972;37293;Colony founded
2;Info;2468;;127082;37322;Colony founded
2;Info;2468;;127234;37363;Colony founded
2;Diplo;2468;1319;;37366;First Contact: War!
2;Battle;2468;1319;127237;37366;Planet conquered by race 2468
2;Battle;2468;1254;127346;37394;Planet conquered by race 2468
2;Diplo;2468;1322;;37396;First Contact: War!
2;Battle;2468;1322;127355;37396;Planet conquered by race 2468
2;Battle;2468;1254;127405;37410;Planet conquered by race 2468
2;Info;2468;;127513;37439;Colony founded
2;Info;2468;;127783;37513;Colony founded
2;Info;2468;;129964;38150;Colony founded
2;Info;2468;;129971;38150;Colony founded
2;Info;2468;;130057;38180;Colony founded
2;Info;2468;;130070;38182;Colony founded
2;Info;2468;;130108;38195;Colony founded
2;Info;2468;;130122;38197;Colony founded
2;Info;2468;;130127;38197;Colony founded
2;Info;2468;;130137;38198;Colony founded
2;Info;2468;;130316;38250;Colony founded
2;Info;2468;;130370;38265;Colony founded
2;Info;2468;;130372;38265;Colony founded
2;Info;2468;;130396;38269;Colony founded
2;Info;2468;;130635;38335;Colony founded
2;Info;2468;;130682;38352;Colony founded
2;Info;2468;;130746;38380;Colony founded
2;Info;2468;;131027;38456;Colony founded
2;Battle;2468;1254;131028;38457;Planet conquered by race 2468
2;Info;2468;;131381;38558;Colony founded
2;Info;2468;;133661;39203;Colony founded
2;Info;2468;;133681;39205;Colony founded
2;Info;2468;;133707;39214;Colony founded
2;Info;2468;;133759;39228;Colony founded
2;Info;2468;;133922;39280;Colony founded
2;Info;2468;;134028;39313;Colony founded
2;Info;2468;;134029;39314;Colony founded
2;Info;2468;;134076;39332;Colony founded
2;Info;2468;;134191;39361;Colony founded
2;Info;2468;;134279;39386;Colony founded
2;Info;2468;;134282;39386;Colony founded
2;Info;2468;;134283;39387;Colony founded
2;Info;2468;;134414;39428;Colony founded
2;Info;2468;;134614;39480;Colony founded
2;Info;2468;;134617;39481;Colony founded
2;Info;2468;;135145;39633;Colony founded
2;Info;2468;;137188;40234;Colony founded
2;Info;2468;;137198;40237;Colony founded
2;Info;2468;;137288;40265;Colony founded
2;Info;2468;;137436;40304;Colony founded
2;Info;2468;;137485;40319;Colony founded
2;Info;2468;;137518;40332;Colony founded
2;Info;2468;;137635;40367;Colony founded
2;Info;2468;;137717;40392;Colony founded
2;Info;2468;;137771;40405;Colony founded
2;Info;2468;;137778;40408;Colony founded
2;Info;2468;;137854;40436;Colony founded
2;Info;2468;;137855;40436;Colony founded
2;Info;2468;;137856;40436;Colony founded
2;Info;2468;;137942;40462;Colony founded
2;Info;2468;;138122;40507;Colony founded
2;Info;2468;;138550;40621;Colony founded
2;Info;2468;;140749;41299;Colony founded
2;Info;2468;;140817;41318;Colony founded
2;Info;2468;;140828;41323;Colony founded
2;Info;2468;;140885;41343;Colony founded
2;Info;2468;;140930;41352;Colony founded
2;Info;2468;;140974;41362;Colony founded
2;Info;2468;;140976;41363;Colony founded
2;Info;2468;;140980;41363;Colony founded
2;Info;2468;;140982;41363;Colony founded
2;Info;2468;;140986;41365;Colony founded
2;Info;2468;;140987;41365;Colony founded
2;Info;2468;;140995;41365;Colony founded
2;Info;2468;;141169;41419;Colony founded
2;Info;2468;;141178;41423;Colony founded
2;Info;2468;;141204;41429;Colony founded
2;Info;2468;;141205;41429;Colony founded
2;Info;2468;;141211;41430;Colony founded
2;Diplo;2468;1461;;41433;First Contact: War!
2;Battle;2468;1461;141214;41433;Planet conquered by race 2468
2;Info;2468;;141225;41434;Colony founded
2;Info;2468;;141260;41443;Colony founded
2;Info;2468;;141263;41444;Colony founded
2;Info;2468;;141294;41456;Colony founded
2;Diplo;2468;1463;;41457;First Contact: Alliance!
2;Civ;1463;;;;TL uplifting from 4 to 7 (New gov : Oligarchy)
2;Info;1463;;141301;41457;Colony founded
2;Info;2468;;141363;41476;Colony founded
2;Info;2468;;141424;41492;Colony founded
2;Info;2468;;141435;41497;Colony founded
2;Diplo;2468;1512;;41707;First Contact: Alliance!
2;Info;2468;;144198;42301;Colony founded
2;Info;2468;;144237;42311;Colony founded
2;Info;2468;;144245;42313;Colony founded
2;Info;2468;;144248;42313;Colony founded
2;Info;2468;;144408;42357;Colony founded
2;Info;2468;;144409;42358;Colony founded
2;Info;2468;;144442;42374;Colony founded
2;Info;2468;;144482;42385;Colony founded
2;Info;2468;;144573;42412;Colony founded
2;Info;2468;;144664;42438;Colony founded
2;Info;2468;;144744;42455;Colony founded
2;Info;2468;;144867;42493;Colony founded
2;Info;2468;;144909;42506;Colony founded
2;Diplo;2468;1542;;43290;First Contact: No intercourse!
2;Info;2468;;147626;43315;Colony founded
2;Info;2468;;147674;43330;Colony founded
2;Info;2468;;147783;43358;Colony founded
2;Info;2468;;147875;43376;Colony founded
2;Info;2468;;147880;43378;Colony founded
2;Info;2468;;147895;43381;Colony founded
2;Info;2468;;147902;43382;Colony founded
2;Info;2468;;147903;43382;Colony founded
2;Info;2468;;147959;43397;Colony founded
2;Info;2468;;148008;43411;Colony founded
2;Info;2468;;148011;43411;Colony founded
2;Info;2468;;148055;43420;Colony founded
2;Info;2468;;148179;43468;Colony founded
2;Info;2468;;148289;43499;Colony founded
2;Info;2468;;148291;43499;Colony founded
2;Info;2468;;148355;43518;Colony founded
2;Info;2468;;148374;43528;Colony founded
2;Info;2468;;148395;43535;Colony founded
2;Info;2468;;148396;43535;Colony founded
2;Battle;2468;1600;148604;43594;Planet conquered by race 2468
2;Info;2468;;148678;43621;Colony founded
2;Info;2468;;148679;43621;Colony founded
2;Info;2468;;149021;43714;Colony founded
2;Info;2468;;149022;43714;Colony founded
2;Info;2468;;149110;43744;Colony founded
2;Diplo;2468;1642;;43795;First Contact: Alliance!
2;Info;2468;;151391;44382;Colony founded
2;Info;2468;;151497;44406;Colony founded
2;Info;2468;;151504;44410;Colony founded
2;Info;2468;;151548;44423;Colony founded
2;Info;2468;;151563;44427;Colony founded
2;Info;2468;;151645;44453;Colony founded
2;Info;2468;;151722;44481;Colony founded
2;Diplo;2468;1590;;44492;First Contact: War!
2;Battle;2468;1590;151764;44492;Planet conquered by race 2468
2;Info;2468;;151799;44502;Colony founded
2;Info;2468;;151801;44502;Colony founded
2;Info;2468;;151836;44515;Colony founded
2;Info;2468;;151888;44532;Colony founded
2;Info;2468;;152596;44744;Colony founded
2;Info;2468;;154629;45371;Colony founded
2;Info;2468;;154654;45382;Colony founded
2;Info;2468;;154657;45382;Colony founded
2;Info;2468;;154677;45389;Colony founded
2;Info;2468;;154789;45415;Colony founded
2;Diplo;2468;1627;;45419;First Contact: War!
2;Battle;2468;1627;154804;45419;Planet conquered by race 2468
2;Info;2468;;154808;45420;Colony founded
2;Info;2468;;154855;45431;Colony founded
2;Info;2468;;154874;45436;Colony founded
2;Info;2468;;154968;45463;Colony founded
2;Info;2468;;154994;45471;Colony founded
2;Info;2468;;155016;45480;Colony founded
2;Info;2468;;155020;45481;Colony founded
2;Info;2468;;155022;45481;Colony founded
2;Info;2468;;155095;45502;Colony founded
2;Info;2468;;155121;45513;Colony founded
2;Info;2468;;155309;45578;Colony founded
2;Info;2468;;155541;45646;Colony founded
2;Info;2468;;156108;45814;Colony founded
2;Info;2468;;158089;46413;Colony founded
2;Info;2468;;158098;46418;Colony founded
2;Info;2468;;158099;46418;Colony founded
2;Info;2468;;158107;46420;Colony founded
2;Info;2468;;158136;46430;Colony founded
2;Info;2468;;158193;46450;Colony founded
2;Info;2468;;158199;46451;Colony founded
2;Info;2468;;158201;46452;Colony founded
2;Info;2468;;158281;46480;Colony founded
2;Info;2468;;158290;46483;Colony founded
2;Info;2468;;158325;46497;Colony founded
2;Info;2468;;158334;46501;Colony founded
2;Info;2468;;158339;46502;Colony founded
2;Info;2468;;158400;46515;Colony founded
2;Info;2468;;158407;46517;Colony founded
2;Info;2468;;158417;46520;Colony founded
2;Info;2468;;158487;46542;Colony founded
2;Info;2468;;158518;46547;Colony founded
2;Info;2468;;158617;46570;Colony founded
2;Info;2468;;158621;46570;Colony founded
2;Info;2468;;158626;46572;Colony founded
2;Info;2468;;158630;46573;Colony founded
2;Info;2468;;158772;46626;Colony founded
2;Info;2468;;158773;46626;Colony founded
2;Info;2468;;158859;46650;Colony founded
2;Diplo;2468;1668;;46653;First Contact: Alliance!
2;Civ;1668;;;;TL uplifting from 3 to 7 (New gov : Aristocracy)
2;Info;2468;;158913;46661;Colony founded
2;Info;2468;;158973;46681;Colony founded
2;Battle;2468;1600;159107;46717;Planet conquered by race 2468
2;Info;2468;;159171;46735;Colony founded
2;Battle;2468;1600;159240;46763;Planet conquered by race 2468
2;Info;2468;;159319;46781;Colony founded
2;Diplo;2468;1680;;46891;First Contact: No intercourse!
2;Info;2468;;161580;47440;Colony founded
2;Info;2468;;161596;47447;Colony founded
2;Info;2468;;161597;47447;Colony founded
2;Info;2468;;161654;47468;Colony founded
2;Info;2468;;161736;47488;Colony founded
2;Info;2468;;161738;47488;Colony founded
2;Info;2468;;161813;47503;Colony founded
2;Info;2468;;161815;47505;Colony founded
2;Info;2468;;161817;47505;Colony founded
2;Info;2468;;161864;47520;Colony founded
2;Info;2468;;161922;47534;Colony founded
2;Info;2468;;161926;47536;Colony founded
2;Info;2468;;161961;47548;Colony founded
2;Info;2468;;161988;47555;Colony founded
2;Info;2468;;161994;47556;Colony founded
2;Info;2468;;161997;47557;Colony founded
2;Info;2468;;162035;47567;Colony founded
2;Info;2468;;162046;47573;Colony founded
2;Info;2468;;162086;47586;Colony founded
2;Info;2468;;162140;47599;Colony founded
2;Info;2468;;162156;47603;Colony founded
2;Info;2468;;162224;47619;Colony founded
2;Info;2468;;162232;47620;Colony founded
2;Info;2468;;162260;47624;Colony founded
2;Diplo;2468;1705;;47626;First Contact: Alliance!
2;Civ;1705;;;;TL uplifting from 3 to 7 (New gov : Dictatorship)
2;Info;2468;;162533;47693;Colony founded
2;Info;2468;;162621;47729;Colony founded
2;Info;2468;;165256;48484;Colony founded
2;Info;2468;;165323;48498;Colony founded
2;Info;2468;;165334;48501;Colony founded
2;Info;2468;;165374;48513;Colony founded
2;Info;2468;;165402;48522;Colony founded
2;Info;2468;;165407;48522;Colony founded
2;Info;2468;;165448;48535;Colony founded
2;Info;2468;;165458;48537;Colony founded
2;Info;2468;;165488;48550;Colony founded
2;Info;2468;;165529;48565;Colony founded
2;Info;2468;;165615;48590;Colony founded
2;Info;2468;;166011;48695;Colony founded
2;Info;2468;;166029;48702;Colony founded
2;Info;2468;;166082;48715;Colony founded
2;Info;2468;;166194;48753;Colony founded
2;Info;2468;;166298;48775;Colony founded
2;Info;2468;;166301;48775;Colony founded
2;Info;2468;;166363;48791;Colony founded
2;Diplo;2468;1745;;48824;First Contact: Alliance!
2;Info;2468;;166511;48835;Colony founded
2;Info;2468;;166516;48837;Colony founded
2;Info;2468;;166517;48838;Colony founded
2;Info;2468;;166989;48981;Colony founded
2;Info;2468;;168717;49476;Colony founded
2;Info;2468;;168746;49480;Colony founded
2;Info;2468;;168807;49495;Colony founded
2;Info;2468;;168900;49528;Colony founded
2;Info;2468;;168902;49529;Colony founded
2;Info;2468;;169097;49592;Colony founded
2;Info;2468;;169166;49613;Colony founded
2;Info;2468;;169231;49629;Colony founded
2;Info;2468;;169233;49629;Colony founded
2;Info;2468;;169536;49716;Colony founded
2;Info;2468;;169710;49773;Colony founded
2;Info;2468;;170029;49857;Colony founded
2;Battle;2468;1814;170054;49863;Planet conquered by race 2468
2;Info;2468;;170466;49974;Colony founded
2;Info;2468;;171983;50447;Colony founded
2;Info;2468;;171997;50451;Colony founded
2;Info;2468;;172030;50462;Colony founded
2;Info;2468;;172066;50475;Colony founded
2;Info;2468;;172116;50490;Colony founded
2;Info;2468;;172119;50490;Colony founded
2;Info;2468;;172149;50499;Colony founded
2;Info;2468;;172221;50519;Colony founded
2;Info;2468;;172222;50519;Colony founded
2;Info;2468;;172256;50534;Colony founded
2;Info;2468;;172257;50534;Colony founded
2;Info;2468;;172313;50547;Colony founded
2;Info;2468;;172367;50566;Colony founded
2;Info;2468;;172541;50617;Colony founded
2;Info;2468;;172579;50631;Colony founded
2;Info;2468;;172719;50664;Colony founded
2;Info;2468;;172876;50715;Colony founded
2;Info;2468;;172910;50722;Colony founded
2;Info;2468;;172944;50734;Colony founded
2;Info;2468;;172962;50740;Colony founded
2;Info;2468;;173220;50820;Colony founded
2;Info;2468;;175523;51497;Colony founded
2;Info;2468;;175551;51507;Colony founded
2;Info;2468;;175632;51527;Colony founded
2;Info;2468;;175639;51531;Colony founded
2;Info;2468;;175643;51531;Colony founded
2;Info;2468;;175691;51548;Colony founded
2;Info;2468;;175736;51564;Colony founded
2;Info;2468;;175878;51607;Colony founded
2;Info;2468;;175896;51609;Colony founded
2;Info;2468;;175930;51616;Colony founded
2;Info;2468;;175950;51624;Colony founded
2;Info;2468;;175987;51631;Colony founded
2;Info;2468;;176021;51644;Colony founded
2;Info;2468;;176041;51651;Colony founded
2;Info;2468;;176052;51654;Colony founded
2;Info;2468;;176147;51683;Colony founded
2;Info;2468;;176152;51684;Colony founded
2;Info;2468;;176158;51686;Colony founded
2;Diplo;2468;1845;;51700;First Contact: No intercourse!
2;Diplo;2468;1846;;51702;First Contact: War!
2;Battle;2468;1846;176206;51702;Planet conquered by race 2468
2;Info;2468;;176332;51736;Colony founded
2;Info;2468;;176339;51739;Colony founded
2;Info;2468;;176396;51756;Colony founded
2;Info;2468;;176771;51862;Colony founded
2;Info;2468;;176786;51867;Colony founded
2;Info;2468;;176837;51881;Colony founded
2;Info;2468;;177044;51933;Colony founded
2;Info;2468;;177617;52095;Colony founded
2;Info;2468;;179181;52558;Colony founded
2;Info;2468;;179190;52562;Colony founded
2;Info;2468;;179279;52597;Colony founded
2;Info;2468;;179412;52639;Colony founded
2;Info;2468;;179467;52658;Colony founded
2;Info;2468;;179500;52665;Colony founded
2;Info;2468;;179505;52666;Colony founded
2;Info;2468;;179563;52682;Colony founded
2;Info;2468;;179580;52684;Colony founded
2;Info;2468;;179583;52686;Colony founded
2;Info;2468;;179586;52686;Colony founded
2;Info;2468;;179752;52733;Colony founded
2;Info;2468;;179840;52764;Colony founded
2;Info;2468;;179841;52764;Colony founded
2;Diplo;2468;1880;;52780;First Contact: Alliance!
2;Civ;1880;;;;TL uplifting from 1 to 7 (New gov : Bureaucracy)
2;Info;1880;;179902;52780;Colony founded
2;Info;2468;;179965;52802;Colony founded
2;Info;2468;;180292;52906;Colony founded
2;Info;2468;;180734;53019;Colony founded
2;Info;2468;;180784;53033;Colony founded
2;Info;2468;;182712;53620;Colony founded
2;Info;2468;;182739;53628;Colony founded
2;Info;2468;;182752;53631;Colony founded
2;Info;2468;;182777;53639;Colony founded
2;Info;2468;;182787;53641;Colony founded
2;Diplo;2468;1903;;53647;First Contact: War!
2;Battle;2468;1903;182808;53647;Planet conquered by race 2468
2;Info;2468;;182831;53655;Colony founded
2;Info;2468;;182846;53659;Colony founded
2;Diplo;2468;1904;;53681;First Contact: Alliance!
2;Civ;1904;;;;TL uplifting from 5 to 7 (New gov : Theocracy)
2;Info;2468;;182980;53698;Colony founded
2;Info;2468;;182986;53698;Colony founded
2;Info;2468;;183187;53752;Colony founded
2;Diplo;2468;1908;;53760;First Contact: War!
2;Battle;2468;1908;183210;53760;Planet conquered by race 2468
2;Battle;2468;1908;183211;53760;Planet conquered by race 2468
2;Info;2468;;183617;53904;Colony founded
2;Info;2468;;183618;53905;Colony founded
2;Info;2468;;183732;53943;Colony founded
2;Info;2468;;183744;53946;Colony founded
2;Info;2468;;183762;53952;Colony founded
2;Info;2468;;183764;53953;Colony founded
